가맹점_구분번호,기준년월,가맹점_운영개월_수_구간,매출금액_구간,매출건수_구간,유니크_고객_수_구간,객단가_구간,취소율_구간,배달매출금액_비율,동일_업종_매출금액_비율,동일_업종_매출건수_비율,동일_업종_내_매출_순위_비율,동일_상권_내_매출_순위_비율,동일_업종_내_해지_가맹점_비중,동일_상권_내_해지_가맹점_비중,가맹점_주소,가맹점명,브랜드구분코드,가맹점_지역,업종,상권,개설일,폐업일,위도,경도,상권_지리,상권유형_지리,행정동,남성_20대이하_고객_비중,남성_30대_고객_비중,남성_40대_고객_비중,남성_50대_고객_비중,남성_60대이상_고객_비중,여성_20대이하_고객_비중,여성_30대_고객_비중,여성_40대_고객_비중,여성_50대_고객_비중,여성_60대이상_고객_비중,재방문_고객_비중,신규_고객_비중,거주_이용_고객_비중,직장_이용_고객_비중,유동인구_이용_고객_비중,개인사업자여부,폐업여부,단골손님_비중,신규손님_비중,배달매출_비중,거주고객_비중,직장고객_비중,유동인구고객_비중,핵심고객_1순위,핵심고객_2순위,핵심고객_3순위,핵심고객_1순위_비중,핵심고객_2순위_비중,핵심고객_3순위_비중,평가기준년월,영업_경과_개월,배달매출비중_차이_pp,단골비중_차이_pp,신규비중_차이_pp,배달비중_백분위,단골비중_백분위,신규비중_백분위,업종매출_편차,업종매출지수_백분위,업종건수_편차,업종건수지수_백분위,단골비중_3개월_추세_pp_per_m,단골비중_3개월_순증감_pp,배달비중_3개월_추세_pp_per_m,배달비중_3개월_순증감_pp,신규비중_3개월_추세_pp_per_m,신규비중_3개월_순증감_pp,분기코드,단골비중_YoY_pp,신규비중_YoY_pp,배달비중_YoY_pp,총_상주인구_수,총_직장_인구_수,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,이동성_적합도,연령대_적합도,매핑용_행정동
B7564CFF4B,202412,2_10-25%,4_50-75%,4_50-75%,4_50-75%,3_25-50%,1_상위1구간,31.681818181818183,51.9,51.0,31.7,29.0,16.2,9.0,서울 성동구 상원길 24.,미사*,개인사업자,서울 성동구,한식-단품요리일반,뚝섬,20131210,,37.54614910000001,127.0490964,뚝섬역,발달상권,서울특별시 성동구 성수1가2동,3.6468468468468473,12.308108108108106,18.84204204204204,24.008408408408407,17.094594594594593,1.1579579579579578,3.9081081081081073,5.982782782782782,7.623223223223221,5.427927927927928,23.62,6.47,25.0,54.2,20.8,1,0,0.23620000000000002,0.0647,0.31681818181818183,0.25,0.542,0.20800000000000002,남성_50대,남성_40대,남성_60대이상,0.24008408408408408,0.1884204204204204,0.17094594594594592,202412,133,6.23301435406699,5.923157894736847,-2.1168421052631587,63.1578947368421,78.94736842105263,26.31578947368421,-48.1,36.84210526315789,-49.0,47.368421052631575,-1.3300000000000005,-2.660000000000001,0.0,0.0,0.1899999999999999,0.3799999999999998,20244,3.4800000000000026,0.020000000000000573,0.0,1806,6487,2642230,232306,616671,664251,463334,321459,344209,0.2111288164637697,0.6375015512365402,성수1가2동
9092940228,202412,2_10-25%,2_10-25%,1_10%이하,1_10%이하,5_75-90%,1_상위1구간,1.5,542.7,716.2,1.6,8.5,16.7,9.0,서울 성동구 상원길 39.,하이***,개인사업자,서울 성동구,분식,뚝섬,20150708,,37.5478813,127.0477938,뚝섬역,발달상권,서울특별시 성동구 성수1가2동,10.5957,17.948999999999998,11.406299999999998,10.422,7.526999999999999,7.704299999999999,13.050999999999998,8.293699999999998,7.577999999999999,5.472999999999999,39.14,6.01,38.5,25.5,36.0,1,0,0.3914,0.0601,0.015,0.385,0.255,0.36,남성_30대,여성_30대,남성_40대,0.17948999999999998,0.13051,0.11406299999999998,202412,114,-20.338701464035648,5.759999999999998,-0.22166666666666654,33.33333333333333,66.66666666666666,50.0,442.70000000000005,83.33333333333334,616.2,100.0,-0.17500000000000016,-0.3500000000000003,0.09999999999999992,0.19999999999999984,-0.5249999999999998,-1.0499999999999996,20244,0.7800000000000029,0.3533333333333333,-34.03333333333333,1806,6487,2642230,232306,616671,664251,463334,321459,344209,0.3631288164637696,0.8614170568042904,성수1가2동
CD0848A352,202412,3_25-50%,5_75-90%,3_25-50%,3_25-50%,5_75-90%,1_상위1구간,21.8,48.3,74.5,22.4,34.6,25.0,9.0,서울 성동구 상원길 39.,쥬씨*****,주스1,서울 성동구,주스,뚝섬,20160718,,37.5478813,127.0477938,뚝섬역,발달상권,서울특별시 성동구 성수1가2동,12.2291,12.5972,7.8937,4.2536,3.9264,17.6709,18.2028,11.4063,6.1464,5.6736,28.8,2.48,43.1,24.6,32.3,0,0,0.28800000000000003,0.0248,0.218,0.431,0.24600000000000002,0.32299999999999995,여성_30대,여성_20대이하,남성_30대,0.182028,0.176709,0.125972,202412,102,0.0,0.0,0.0,100.0,100.0,100.0,-51.7,100.0,-25.5,100.0,-0.22499999999999742,-0.44999999999999485,-2.549999999999998,-5.099999999999996,-1.4749999999999996,-2.9499999999999993,20244,-4.4766666666666675,0.32999999999999974,16.1,1806,6487,2642230,232306,616671,664251,463334,321459,344209,0.32612881646376957,0.8601454074777745,성수1가2동
EC5DF75B11,202412,3_25-50%,4_50-75%,3_25-50%,3_25-50%,4_50-75%,1_상위1구간,54.0,126.6,114.5,18.6,29.9,16.7,9.0,서울 성동구 상원길 59.,신전***,분식12,서울 성동구,분식,뚝섬,20160622,,37.5495115,127.0471105,뚝섬역상점가,전통시장,서울특별시 성동구 성수1가2동,11.358800000000002,11.164300000000004,8.130100000000002,5.951700000000001,2.2951000000000006,17.841200000000004,17.535700000000002,12.769900000000003,9.348300000000002,3.604900000000001,32.03,5.24,49.5,12.6,37.9,0,0,0.32030000000000003,0.0524,0.54,0.495,0.126,0.379,여성_20대이하,여성_30대,여성_40대,0.17841200000000004,0.175357,0.12769900000000003,202412,103,33.88064926798218,-0.4983333333333284,-0.8083333333333331,100.0,50.0,66.66666666666666,26.599999999999994,16.666666666666664,14.5,33.33333333333333,-0.3049999999999997,-0.6099999999999994,-0.6000000000000005,-1.200000000000001,-1.21,-2.42,20244,2.0600000000000005,0.15000000000000083,2.3666666666666614,1308,1205,469116,58801,71936,102437,92109,68271,75560,0.38432834070848054,0.7725856103207323,성수1가2동
7727CDA849,202412,3_25-50%,1_10%이하,3_25-50%,3_25-50%,1_10%이하,1_상위1구간,27.11320330082521,257.1,128.9,11.8,13.8,19.0,9.0,서울 성동구 상원길 64.,코너*,개인사업자,서울 성동구,양식,뚝섬,20191011,,37.549794,127.0480182,뚝섬역상점가,전통시장,서울특별시 성동구 성수1가2동,19.711888111888108,20.294505494505493,5.097902097902097,2.3304695304695304,1.1652347652347652,20.847552447552445,21.46373626373626,5.391608391608391,2.4647352647352645,1.2323676323676322,3.28,20.09,9.3,7.0,83.7,1,0,0.032799999999999996,0.2009,0.27113203300825206,0.09300000000000001,0.07,0.8370000000000001,여성_30대,여성_20대이하,남성_30대,0.21463736263736258,0.20847552447552445,0.20294505494505494,202412,63,-14.912265566391603,-16.31833333333333,-3.150000000000003,41.66666666666667,33.33333333333333,66.66666666666666,157.10000000000002,100.0,28.900000000000006,100.0,-0.29,-0.58,0.0,0.0,-0.10999999999999899,-0.21999999999999797,20244,1.6299999999999992,9.023333333333332,0.0,1308,1205,469116,58801,71936,102437,92109,68271,75560,0.8423283407084807,0.548530267210588,성수1가2동
735CDC10F9,202412,3_25-50%,5_75-90%,4_50-75%,4_50-75%,5_75-90%,1_상위1구간,31.681818181818183,10.0,14.7,71.2,59.4,18.0,9.0,서울 성동구 상원길 66.,일로*******,개인사업자,서울 성동구,한식-단품요리일반,뚝섬,20160610,,37.54994180000001,127.0479749,뚝섬역상점가,전통시장,서울특별시 성동구 성수1가2동,4.977022977022977,12.045454545454543,5.427072927072928,3.150349650349651,0.9000999000999002,13.804195804195803,33.409090909090914,15.052447552447552,8.737762237762237,2.4965034965034967,17.83,4.65,57.15715715715715,7.1071071071071055,35.73573573573574,1,0,0.1783,0.04650000000000001,0.31681818181818183,0.5715715715715715,0.07107107107107105,0.35735735735735735,남성_60대이상,여성_30대,여성_40대,0.9000999000999002,0.33409090909090916,0.1505244755244755,202412,103,4.432727272727272,-10.278,-4.207999999999998,60.0,20.0,40.0,-90.0,40.0,-85.3,40.0,-0.07000000000000062,-0.14000000000000123,0.0,0.0,-2.365,-4.73,20244,-4.66333333333333,0.02999999999999947,0.0,1308,1205,469116,58801,71936,102437,92109,68271,75560,0.36268569806583795,0.6499038735058541,성수1가2동
3DEF9DCDB9,202412,1_10%이하,1_10%이하,1_10%이하,1_10%이하,4_50-75%,3_상위3구간,4.5,589.3,593.2,0.8,6.1,16.7,9.0,서울 성동구 아차산로 6,김밥**,분식4,서울 성동구,분식,뚝섬,20060427,,37.5463387,127.0535209,성수역 골목형상점가,전통시장,서울특별시 성동구 성수2가3동,19.12912912912913,21.743443443443443,9.500800800800802,8.161761761761763,5.164864864864866,10.900900900900902,12.390690690690692,5.414114114114114,4.651051051051051,2.943243243243244,35.35,5.3,21.3,25.1,53.6,0,0,0.35350000000000004,0.053,0.045,0.213,0.251,0.536,남성_30대,남성_20대이하,여성_30대,0.21743443443443444,0.1912912912912913,0.12390690690690692,202412,225,0.0,0.0,0.0,100.0,100.0,100.0,489.29999999999995,100.0,493.20000000000005,100.0,0.060000000000004494,0.12000000000000899,1.0499999999999998,2.0999999999999996,-1.6149999999999993,-3.2299999999999986,20244,-2.9366666666666763,-0.2166666666666664,-21.866666666666667,3,879,42980,3108,10610,9845,7580,5573,6264,0.556108522183211,0.8342773904663157,성수2가3동
D9C37DB102,202412,1_10%이하,2_10-25%,3_25-50%,2_10-25%,3_25-50%,3_상위3구간,23.700130276185515,149.9,204.1,8.6,8.2,16.2,7.7,서울 성동구 용답19길 5,로데***,개인사업자,서울 성동구,한식-육류/고기,답십리,20050525,,37.5628967,127.0516693,성동용답상가시장,전통시장,서울특별시 성동구 용답동,11.033400000000002,14.065100000000005,7.305900000000002,11.580100000000002,5.7155000000000005,11.166600000000004,14.234900000000003,7.394100000000002,11.719900000000004,5.784500000000001,29.6,4.76,41.45854145854146,4.095904095904095,54.44555444555445,1,0,0.29600000000000004,0.047599999999999996,0.23700130276185516,0.4145854145854146,0.04095904095904095,0.5444555444555444,여성_30대,남성_30대,여성_50대,0.14234900000000003,0.14065100000000005,0.11719900000000004,202412,236,-2.099943358180206,6.716086956521744,-2.096086956521739,52.17391304347826,78.26086956521739,17.391304347826086,49.900000000000006,73.91304347826086,104.1,91.30434782608695,0.025000000000002798,0.050000000000005596,0.0,0.0,-1.0600000000000003,-2.1200000000000006,20244,0.11999999999999789,-0.19333333333333286,0.0,4754,532,964732,90299,186075,150776,140817,159989,236775,0.5499049278690481,0.7759687052660275,용답동
F5F6298388,202412,1_10%이하,1_10%이하,3_25-50%,3_25-50%,1_10%이하,5_상위5구간,20.68680396643784,498.0,159.0,5.5,3.9,18.6,7.7,서울 성동구 용답동 5-3,동호**,개인사업자,서울 성동구,일식당,답십리,19960112,,37.5639845,127.0559025,서울교통공사,골목상권,서울특별시 성동구 용답동,1.1659659659659658,4.736736736736736,8.307507507507507,25.72412412412412,32.86566566566566,0.4356356356356355,1.7697697697697696,3.103903903903904,9.61121121121121,12.27947947947948,28.13,10.27,19.38061938061938,11.288711288711289,69.33066933066934,1,0,0.2813,0.1027,0.2068680396643784,0.1938061938061938,0.1128871128871129,0.6933066933066934,여성_20대이하,남성_60대이상,남성_50대,0.4356356356356355,0.3286566566566566,0.2572412412412412,202412,348,0.0,0.0,0.0,100.0,100.0,100.0,398.0,100.0,59.0,100.0,0.5000000000000004,1.0000000000000009,0.0,0.0,1.085,2.17,20244,1.8933333333333302,1.5300000000000007,0.0,1772,739,393857,24667,79163,79283,55563,71701,83482,0.6996417153064511,0.7201878652924802,용답동
B3301EF2AC,202412,1_10%이하,3_25-50%,3_25-50%,2_10-25%,4_50-75%,3_상위3구간,24.83630952380953,113.7,225.9,6.8,5.6,16.2,8.9,서울 성동구 장터길 39.,부원**,개인사업자,서울 성동구,한식-냉면,금남시장,20070822,,37.5484181,127.0202372,금호역,발달상권,서울특별시 성동구 금호2·3가동,4.2818,9.8644,9.3766,14.2004,16.4768,3.6182,8.3356,7.9234,11.9996,13.9232,26.44,2.75,67.5,6.3,26.2,1,0,0.2644,0.0275,0.2483630952380953,0.675,0.063,0.262,남성_60대이상,남성_50대,여성_60대이상,0.164768,0.142004,0.139232,202412,209,0.0,0.0,0.0,100.0,100.0,100.0,13.700000000000003,100.0,125.9,100.0,0.07500000000000284,0.15000000000000568,0.0,0.0,-0.9049999999999997,-1.8099999999999994,20244,-0.2966666666666673,-0.023333333333332845,0.0,1531,486,1032994,136618,124840,164013,148729,171513,287280,0.26394877155894947,0.8258927669403374,금호2·3가동
747B2FF05E,202412,1_10%이하,4_50-75%,5_75-90%,4_50-75%,2_10-25%,1_상위1구간,30.47016934433348,48.2,24.7,25.6,28.2,16.4,8.9,서울 성동구 장터길 46.,장군**,개인사업자,서울 성동구,백반/가정식,금남시장,20090511,,37.5481519,127.0209994,금호역,발달상권,서울특별시 성동구 금호4가동,6.7397602397602405,27.613386613386613,14.853646353646353,10.993006993006992,5.300199800199801,3.5499500499500503,14.544455544455545,7.823676323676324,5.790209790209791,2.791708291708292,17.39,5.59,50.0,0.0,50.0,1,0,0.1739,0.0559,0.3047016934433348,0.5,0.0,0.5,남성_30대,남성_40대,여성_30대,0.27613386613386615,0.14853646353646352,0.14544455544455545,202412,188,-10.591035846962898,-8.042222222222223,-1.2666666666666653,44.44444444444444,16.666666666666664,44.44444444444444,-51.8,77.77777777777779,-75.3,22.22222222222222,0.040000000000001146,0.08000000000000229,0.0,0.0,-2.0149999999999997,-4.029999999999999,20244,-1.3333333333333335,0.08999999999999841,0.0,1531,486,1032994,136618,124840,164013,148729,171513,287280,0.5014792113320534,0.6526044524685368,금호4가동
BD1FD7F407,202412,2_10-25%,2_10-25%,1_10%이하,1_10%이하,4_50-75%,2_상위2구간,25.2,414.9,373.7,3.0,8.9,16.7,8.5,서울 성동구 행당로 103,바르********,분식10,서울 성동구,분식,행당,20141204,,37.5579834,127.0302558,행당역 2번,골목상권,서울특별시 성동구 행당2동,6.447552447552448,9.625274725274725,13.724075924075924,10.96083916083916,5.342257742257742,7.538461538461539,11.253846153846156,16.046153846153846,12.815384615384616,6.246153846153846,37.02,5.56,70.52947052947053,7.292707292707293,22.17782217782218,0,0,0.37020000000000003,0.0556,0.252,0.7052947052947053,0.07292707292707293,0.2217782217782218,여성_40대,남성_40대,여성_50대,0.16046153846153846,0.13724075924075924,0.12815384615384617,202412,121,-3.5685391470401004,8.466250000000002,-0.5150000000000001,50.0,100.0,62.5,314.9,87.5,273.7,87.5,0.360000000000002,0.720000000000004,0.5000000000000004,1.0000000000000009,-0.45499999999999985,-0.9099999999999997,20244,0.5199999999999982,0.4833333333333342,-10.766666666666664,2881,107,779887,134664,124937,120330,117926,123564,158468,0.22559492303959816,0.7196820725361326,행당2동
9977D38E3F,202412,2_10-25%,3_25-50%,2_10-25%,2_10-25%,5_75-90%,2_상위2구간,61.8,166.4,207.1,12.8,15.6,20.2,8.5,서울 성동구 행당로 119,이삭***,샌드위치/토스트3,서울 성동구,샌드위치/토스트,행당,20150430,,37.5582797,127.0321048,행당역 2번,골목상권,서울특별시 성동구 행당1동,9.76183816183816,12.106593406593406,12.92007992007992,9.76183816183816,3.3496503496503496,10.617782217782215,13.168131868131868,14.052947052947053,10.617782217782215,3.643356643356643,31.67,5.33,71.2,5.4,23.4,0,0,0.31670000000000004,0.0533,0.618,0.7120000000000001,0.054000000000000006,0.23399999999999999,여성_40대,여성_30대,남성_40대,0.1405294705294705,0.1316813186813187,0.1292007992007992,202412,117,20.200000000000003,5.980000000000002,-0.8,100.0,100.0,50.0,66.4,100.0,107.1,100.0,-0.04999999999999727,-0.09999999999999454,3.099999999999997,6.199999999999994,-0.3849999999999999,-0.7699999999999998,20244,-2.0066666666666624,-0.3300000000000011,1.200000000000001,2881,107,779887,134664,124937,120330,117926,123564,158468,0.23781670126137633,0.6940663252176813,행당1동
88375A5971,202412,1_10%이하,4_50-75%,3_25-50%,3_25-50%,4_50-75%,3_상위3구간,13.6,120.4,132.5,17.2,33.5,16.7,9.4,서울 성동구 행당로 129,김밥**,개인사업자,서울 성동구,분식,왕십리,20080328,,37.558505,127.0332864,행당역 2번,골목상권,서울특별시 성동구 행당1동,11.435064935064936,15.129470529470533,9.675824175824175,13.01838161838162,9.441258741258745,8.045454545454547,10.644755244755247,6.807692307692308,9.15944055944056,6.642657342657344,20.69,6.24,49.5,6.7,43.8,1,0,0.2069,0.062400000000000004,0.136,0.495,0.067,0.43799999999999994,남성_30대,남성_50대,남성_20대이하,0.15129470529470532,0.1301838161838162,0.11435064935064937,202412,202,-15.1685391470401,-7.86375,0.16500000000000056,37.5,37.5,75.0,20.400000000000006,62.5,32.5,50.0,-0.6749999999999992,-1.3499999999999983,0.20000000000000018,0.40000000000000036,-0.044999999999999554,-0.08999999999999911,20244,-2.020000000000005,-1.3133333333333324,-0.30000000000000027,2881,107,779887,134664,124937,120330,117926,123564,158468,0.4418167012613763,0.7849754161267724,행당1동
EB66B019B5,202412,3_25-50%,5_75-90%,3_25-50%,4_50-75%,5_75-90%,5_상위5구간,13.750675870002876,32.3,41.7,47.3,45.0,18.0,8.5,서울 성동구 행당로 79.,카페*********,개인사업자,서울 성동구,카페,행당,20160621,,37.5579013,127.0271186,금북초등학교,골목상권,서울특별시 성동구 행당2동,0.5407999999999998,4.393999999999999,11.0188,11.6948,6.151599999999999,1.0591999999999997,8.605999999999998,21.581199999999995,22.9052,12.0484,41.2,8.24,63.8,12.8,23.4,1,0,0.41200000000000003,0.0824,0.13750675870002876,0.638,0.128,0.23399999999999999,남성_20대이하,여성_50대,여성_40대,0.5407999999999998,0.229052,0.21581199999999995,202412,103,0.0,5.975000000000002,2.3600000000000003,62.5,100.0,75.0,-67.7,100.0,-58.3,100.0,0.6750000000000006,1.3500000000000012,0.0,0.0,1.3,2.6,20244,-1.7400000000000027,2.3833333333333346,0.0,850,177,130901,21877,9939,20806,26188,21161,30929,0.24178454914802017,0.6408524943084088,행당2동
66317DF98C,202412,4_50-75%,6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),0_거래없음,20.0,0.0,0.0,68.4,68.3,14.9,8.5,서울 성동구 행당로 84.,치치****,개인사업자,서울 성동구,주류,행당,20210506,,37.5558801,127.0292075,행당역 2번,골목상권,서울특별시 성동구 행당2동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,1,0,1.0,0.0,0.2,0.0,0.0,1.0,여성_50대,남성_20대이하,남성_30대,1.0,0.0,0.0,202412,44,0.0,0.0,0.0,100.0,100.0,100.0,-100.0,100.0,-100.0,100.0,25.0,50.0,0.0,0.0,0.0,0.0,20244,83.33333333333334,-33.33333333333333,0.0,2881,107,779887,134664,124937,120330,117926,123564,158468,0.9961832987386237,0.15843793155179786,행당2동
D731C6D372,202412,2_10-25%,4_50-75%,2_10-25%,2_10-25%,5_75-90%,1_상위1구간,9.139295154185024,87.3,131.1,21.8,28.4,18.0,8.5,서울 성동구 행당로 84.,커피********,커피전문점9,서울 성동구,커피전문점,행당,20150910,,37.5558801,127.0292075,행당역 2번,골목상권,서울특별시 성동구 행당2동,3.9284,11.7425,15.0731,7.9849,3.9711,5.2716,15.7575,20.2269,10.7151,5.3289,40.4,5.43,62.0,3.3,34.7,0,0,0.40399999999999997,0.054299999999999994,0.09139295154185025,0.62,0.033,0.34700000000000003,여성_40대,여성_30대,남성_40대,0.202269,0.157575,0.150731,202412,112,-21.30856387665198,2.7759999999999954,0.22799999999999973,20.0,100.0,80.0,-12.700000000000003,60.0,31.099999999999994,20.0,0.269999999999998,0.539999999999996,0.0,0.0,-0.2850000000000002,-0.5700000000000004,20244,-0.18000000000000238,0.8133333333333326,0.0,2881,107,779887,134664,124937,120330,117926,123564,158468,0.3508167012613763,0.6489378167918768,행당2동
DFC09E5F2A,202412,2_10-25%,2_10-25%,1_10%이하,1_10%이하,5_75-90%,2_상위2구간,15.53057210965435,135.3,225.8,15.7,11.6,15.7,8.5,서울 성동구 행당로 87.,빵굼*,베이커리6,서울 성동구,베이커리,행당,20130304,,37.5579013,127.0271186,금북초등학교,골목상권,서울특별시 성동구 행당2동,2.551948051948052,6.046153846153846,12.445654345654344,10.050749250749252,8.205494505494505,3.9415584415584415,9.33846153846154,19.222677322677324,15.523676323676325,12.673626373626371,50.71,5.26,83.41658341658342,2.097902097902098,14.485514485514486,0,0,0.5071,0.0526,0.1553057210965435,0.8341658341658342,0.02097902097902098,0.14485514485514486,여성_40대,여성_50대,여성_60대이상,0.19222677322677323,0.15523676323676325,0.1267362637362637,202412,142,0.0,0.0,0.0,100.0,100.0,100.0,35.30000000000001,100.0,125.80000000000001,100.0,0.5199999999999982,1.0399999999999965,0.0,0.0,-0.15499999999999992,-0.30999999999999983,20244,0.2700000000000091,0.46333333333333293,0.0,850,177,130901,21877,9939,20806,26188,21161,30929,0.1526396940031649,0.7892912969383558,행당2동
5B3DE5F17F,202412,2_10-25%,4_50-75%,4_50-75%,4_50-75%,4_50-75%,1_상위1구간,23.700130276185515,21.0,75.8,49.8,38.2,16.2,8.5,서울 성동구 행당로 87.,방가*****,개인사업자,서울 성동구,한식-육류/고기,행당,20150821,,37.5579013,127.0271186,금북초등학교,골목상권,서울특별시 성동구 행당2동,3.0377622377622377,8.95054945054945,14.320879120879122,16.5992007992008,11.391608391608392,2.556643356643357,7.532967032967033,12.052747252747253,13.97022977022977,9.587412587412588,28.38,4.12,72.5,5.0,22.5,1,0,0.2838,0.0412,0.23700130276185516,0.725,0.05,0.225,남성_50대,남성_40대,여성_50대,0.165992007992008,0.1432087912087912,0.1397022977022977,202412,113,0.0,-2.2199999999999998,-0.8199999999999998,75.0,50.0,50.0,-79.0,50.0,-24.200000000000003,50.0,0.7349999999999995,1.469999999999999,0.0,0.0,-1.0099999999999998,-2.0199999999999996,20244,-0.05333333333333301,-2.2733333333333334,0.0,850,177,130901,21877,9939,20806,26188,21161,30929,0.23278454914802016,0.7863988952224246,행당2동
3849F9A089,202412,1_10%이하,1_10%이하,3_25-50%,2_10-25%,2_10-25%,3_상위3구간,23.700130276185515,514.0,223.0,2.2,0.0,16.2,8.530162163244288,서울  성동구  금호동1가,우촌****,개인사업자,서울 성동구,한식-육류/고기,,20060704,,37.553569,127.0249849,성동구립금호도서관,골목상권,서울특별시 성동구 금호1가동,8.645,25.415,12.935,10.14,7.865,4.655,13.685,6.965,5.46,4.235,15.7,9.17,40.2,4.5,55.3,1,0,0.157,0.0917,0.23700130276185516,0.402,0.045,0.5529999999999999,남성_30대,여성_30대,남성_40대,0.25415,0.13685,0.12935,202412,222,6.866710092061837,-13.15333333333333,2.61,83.33333333333334,33.33333333333333,100.0,414.0,100.0,123.0,66.66666666666666,-0.17500000000000016,-0.3500000000000003,0.0,0.0,-0.145,-0.29,20244,-1.0033333333333339,-2.5433333333333334,0.0,3,232,100853,15140,8866,18165,19207,14067,25410,0.5553247071858183,0.7189376332358336,금호1가동
E2AF8DDCAD,202412,1_10%이하,2_10-25%,4_50-75%,4_50-75%,1_10%이하,1_상위1구간,23.700130276185515,201.2,52.5,15.5,0.0,16.2,8.530162163244288,서울  성동구  금호동1가,태능****,개인사업자,서울 성동구,한식-육류/고기,,20071005,,37.553569,127.0249849,성동구립금호도서관,골목상권,서울특별시 성동구 금호1가동,3.8934,16.727199999999996,17.376099999999997,18.962299999999995,15.140999999999998,1.5065999999999995,6.472799999999999,6.7239,7.337699999999999,5.858999999999999,29.69,5.21,61.1,0.0,38.9,1,0,0.2969,0.0521,0.23700130276185516,0.611,0.0,0.389,남성_50대,남성_40대,남성_30대,0.18962299999999996,0.17376099999999997,0.16727199999999998,202412,207,6.866710092061837,0.8366666666666689,-1.3500000000000005,83.33333333333334,66.66666666666666,33.33333333333333,101.19999999999999,33.33333333333333,-47.5,33.33333333333333,1.0099999999999998,2.0199999999999996,0.0,0.0,-4.0,-7.999999999999999,20244,7.539999999999999,6.410000000000002,0.0,3,232,100853,15140,8866,18165,19207,14067,25410,0.3890296771130105,0.7740292499132417,금호1가동
4B2AF6047C,202412,1_10%이하,3_25-50%,4_50-75%,4_50-75%,2_10-25%,1_상위1구간,83.7,68.9,35.0,5.5,4.6,16.2,8.9,서울  성동구  금호동3가,은성**,개인사업자,서울 성동구,한식-육류/고기,금남시장,20031013,,37.549893,127.0195641,금동어린이공원,골목상권,서울특별시 성동구 금호2·3가동,3.663463463463464,11.74834834834835,13.58008008008008,17.11721721721722,16.990890890890892,2.1423423423423427,6.870270270270272,7.941441441441443,10.009909909909911,9.936036036036036,9.73,1.96,52.4,0.0,47.6,1,0,0.0973,0.0196,0.8370000000000001,0.524,0.0,0.47600000000000003,남성_50대,남성_60대이상,남성_40대,0.1711721721721722,0.16990890890890892,0.1358008008008008,202412,255,26.700000000000014,-10.673333333333332,-4.086666666666667,100.0,33.33333333333333,33.33333333333333,-31.099999999999994,66.66666666666666,-65.0,33.33333333333333,-0.15000000000000013,-0.30000000000000027,25.050000000000004,50.10000000000001,-2.7349999999999994,-5.469999999999999,20244,-1.3566666666666658,-2.086666666666668,18.16666666666667,2661,31,837038,132896,89091,132536,141306,135365,205844,0.4791688757100496,0.7928526551970171,금호2·3가동
E4313DDAAD,202412,2_10-25%,3_25-50%,3_25-50%,3_25-50%,3_25-50%,1_상위1구간,0.0,89.7,144.9,13.7,15.4,16.4,8.9,서울  성동구  금호동4가,곽가*****,개인사업자,서울 성동구,백반/가정식,금남시장,20110520,,37.545465,127.0243047,금호사거리,골목상권,서울특별시 성동구 금호4가동,1.38,2.622,5.566,9.43,27.002,1.62,3.078,6.534,11.07,31.698,34.55,5.73,74.62537462537462,6.693306693306693,18.68131868131868,1,0,0.3455,0.057300000000000004,0.0,0.7462537462537462,0.06693306693306693,0.1868131868131868,여성_60대이상,남성_60대이상,여성_50대,0.31698,0.27002,0.1107,202412,164,-22.85262700825011,7.552500000000001,-1.5674999999999994,25.0,100.0,25.0,-10.299999999999997,100.0,44.900000000000006,100.0,0.30999999999999917,0.6199999999999983,0.0,0.0,-0.5449999999999997,-1.0899999999999994,20244,-0.216666666666665,0.8199999999999998,0.0,417,115,63703,9229,5203,10717,12017,10253,16282,0.19509527601689203,0.6245554700868119,금호4가동
AC70EA0FCD,202412,2_10-25%,4_50-75%,4_50-75%,4_50-75%,3_25-50%,5_상위5구간,24.997669172932333,34.4,46.7,54.5,36.8,17.4,8.9,서울  성동구  금호산2길,중화*,개인사업자,서울 성동구,중식당,금남시장,20150619,,37.5487644,127.022658,금남시장,전통시장,서울특별시 성동구 금호2·3가동,7.1,11.147,17.821,22.72,12.212,2.9,4.553,7.279,9.28,4.988,25.36,11.48,60.0,7.5,32.5,1,0,0.2536,0.1148,0.24997669172932332,0.6,0.075,0.325,남성_50대,남성_40대,남성_60대이상,0.22719999999999999,0.17821,0.12211999999999999,202412,115,0.0,-3.4949999999999983,1.6400000000000012,75.0,50.0,100.0,-65.6,50.0,-53.3,50.0,0.11500000000000121,0.23000000000000242,0.0,0.0,0.9649999999999999,1.9299999999999997,20244,-2.0199999999999996,2.100000000000002,0.0,168,47,497725,79410,50379,79315,84255,77811,126553,0.3254317789291883,0.7546148500270231,금호2·3가동
